id,x,y,deg
001_0,s-48.19608619421424577922,s58.77098461521422478882,s45.00000000000000000000
002_0,s0.15409706962136426878,s-0.03854074269478553749,s203.62937773065684154972
002_1,s-0.15409706962136379693,s-0.56145925730521473174,s23.62937773065679181173
003_0,s0.27434497886275605039,s-0.23028146249206821183,s109.83729200820840787856
003_1,s0.35840779806969136345,s0.25975777493152840680,s66.37062225800323744807
003_2,s-0.23393184648030815320,s0.16421618715456126614,s155.13394055647393088293
004_0,s-0.32474778959087563512,s0.13210997809118552038,s156.37062214563636075582
004_1,s0.31535434624113417579,s0.13210997806647570285,s156.37062226926408925465
004_2,s0.32474778959087657881,s-0.73210997806647482022,s336.37062226926406083294
004_3,s-0.31535434813632168272,s-0.73210997809118572022,s336.37062214563644602094
005_0,s-0.46061913462487863447,s0.11101664971250541081,s293.62937773065686997143
005_1,s-0.44895057808465238525,s-0.79872787568062009189,s23.62937773133992536145
005_2,s0.46061913445087210306,s-0.68883502158744791544,s112.57350735835009913899
005_3,s0.06443784098767442459,s-0.47175813171822311709,s66.35879840713354838044
005_4,s0.24255002522427515643,s0.09397479361603643111,s212.64419636653673251203
006_0,s-0.50463151737499423177,s0.09058671721198276183,s293.62937773065686997143
006_1,s-0.11166301629115646388,s-0.38888194109512130847,s338.87232686970207851118
006_2,s0.50404123799406885809,s-0.69159610038935603882,s338.87232686339524434516
006_3,s-0.39726932969114470140,s-0.75798959712118818555,s23.62937773065680602258
006_4,s-0.03764547515544056783,s-0.81654162649609374203,s246.37062226934324371541
006_5,s0.50404123799368916181,s0.19765232119066411531,s158.87232686356932731542
007_0,s0.40552982229512352097,s-0.37059056853258248720,s37.55982121645656235387
007_1,s-0.62343152301035287266,s-0.81566614251260405322,s252.83010564293286392967
007_2,s0.62343152308834370867,s0.18742974931823797036,s65.19650184002493631397
007_3,s0.51578989227218763336,s-0.91114838153276034305,s336.37062226934347108909
007_4,s-0.36770719930742035153,s0.31114838103331787789,s207.81661725939312646005
007_5,s-0.12530084246005504522,s-0.48312510475599235171,s213.52151563502329167932
007_6,s-0.46334416179475057529,s-0.42804069301813502113,s27.81661725939249762973
008_0,s-0.27561118756758218318,s-0.34145038368782404392,s51.76673781765091320040
008_1,s0.63861857507407449042,s-0.78766416859222887492,s113.62937778578991299128
008_2,s-0.69071651067663841772,s0.32694654107446130542,s293.62937773063799795636
008_3,s0.53125638737920333199,s0.39647807910574800472,s203.62937773065684154972
008_4,s0.22351325202444102813,s-0.11926724421630514883,s231.76673780277891978585
008_5,s-0.23263784315941291037,s-0.78562091578773740608,s293.62937778578987035871
008_6,s0.18053990732479049952,s0.32490328719096339682,s113.62937773063792690209
008_7,s-0.58335432299278910939,s-0.85719570760589303138,s23.62937773065661062333
009_0,s-0.12414286613026849493,s0.60631033831256919697,s67.96822868895830538349
009_1,s0.69320951350937964897,s0.51926502243838223993,s59.04540482192626171809
009_2,s-0.40592615836136336505,s-0.30829040518824668560,s-22.03068181426598215467
009_3,s0.71851810651911052208,s-0.61170918713694932833,s62.89576512462910073964
009_4,s0.71713076873232173281,s0.02975959708056421030,s110.12208367099540851086
009_5,s-0.59711218366842444549,s0.19141542581128362377,s24.47841195704699757130
009_6,s-0.61043893921180003570,s-0.71777392864646072379,s23.62937773065347712986
009_7,s-0.14648400298717259571,s-0.56657824498880959840,s-117.10423487681741505639
009_8,s0.17527037848599014147,s0.40424126193276060937,s157.96931818597909114033
010_0,s0.18800183757509725258,s0.39546796024234676104,s290.15041780508829560858
010_1,s0.64514566120387228931,s-1.00307363152420703223,s338.60591097458473086590
010_2,s-0.61440232927870375157,s-0.08876014161639349254,s21.40063235714084299843
010_3,s0.23250435279863826410,s-0.53141080106424554153,s292.60822786071776135941
010_4,s-0.20249051754197258668,s-0.53549844480204489283,s70.42163308461435633490
010_5,s-0.64901227126319638305,s-0.98749105466021336319,s23.62938927830352042747
010_6,s-0.23688040426193332499,s0.40307287369358768547,s66.34583575294725221738
010_7,s0.64899133124085428559,s-0.03075067614636306512,s336.26254330099123990294
010_8,s0.15358356045745905072,s-0.87149925160426633397,s115.55894839837669962890
010_9,s-0.16572435863928489108,s0.06703702918214732298,s246.34591015391356449982
011_0,s-0.68036730700975867059,s0.26671472414423819108,s24.02207648380476356920
011_1,s0.81135701300082740950,s0.66470956087527988121,s71.91876355127068620732
011_10,s-0.30567332425005916408,s-0.64673227791466558756,s118.90100058225101520293
011_2,s-0.20089364736266471234,s0.65853906875266776666,s69.03417052545819387888
011_3,s0.66107093963933105663,s0.24863531591008733446,s207.03975875442981191554
011_4,s0.32427212007777678204,s0.30548555228003193562,s30.12584213045191816605
011_5,s0.81146588987131695880,s-0.71265863333794754464,s113.63381143243461224301
011_6,s0.14751966447950254357,s-0.08102495296683069614,s249.17011314846993741412
011_7,s-0.04407892816130744296,s-0.69426797731503031574,s293.63381144339450656844
