id,x,y,deg
001_0,s-31.76139871926891089515,s40.08811227438209101592,s45.00000000000014921397
002_0,s0.15409706962136429653,s-0.03854074269478540565,s203.62937773065684154972
002_1,s-0.15409706962136482389,s-0.56145925730521439867,s23.62937773065681312801
003_0,s0.27619901915805977755,s-0.23947746806141628761,s110.22208448874006592177
003_1,s0.35780505249576349813,s0.25039147277761847343,s66.37062225801459192098
003_2,s-0.23453459205423562994,s0.15484988500054194804,s155.13394055647628988481
004_0,s-0.32474778959087563512,s0.13210997809118552038,s156.37062214563638917753
004_1,s0.31535434624113434232,s0.13210997806647528652,s156.37062226926408925465
004_2,s0.32474778959087829966,s-0.73210997806647404307,s336.37062226926406083294
004_3,s-0.31535434813632168272,s-0.73210997809118572022,s336.37062214563644602094
005_0,s-0.46061913462487863447,s0.11101664971250541081,s293.62937773065686997143
005_1,s-0.44895057808465238525,s-0.79872787568062009189,s23.62937773133992536145
005_2,s0.46061913445087210306,s-0.68883502158744791544,s112.57350735835009913899
005_3,s0.06443784098767442459,s-0.47175813171822311709,s66.35879840713354838044
005_4,s0.24253413600339485123,s0.09395823183713038207,s212.64555526907582816420
006_0,s-0.50433637769864780864,s0.10003136987831959259,s293.62937773065567625963
006_1,s-0.11136787661481474532,s-0.37943728842878632346,s338.87232686970219219802
006_2,s0.50433637767042027722,s-0.68215144772301650189,s338.87232686339467591097
006_3,s-0.39697419001479228307,s-0.74854494445485653120,s23.62937773065721458465
006_4,s-0.03735033547908248042,s-0.80709697382975909008,s246.37062226934335740225
006_5,s0.50433637767003536290,s0.20709697385699898931,s158.87232686356907152003
007_0,s0.40552982229475592613,s-0.37059056853195382342,s37.55982121593701350548
007_1,s-0.62343152298558857094,s-0.81566614262163250615,s252.83010558330110484349
007_2,s0.62343152308841232045,s0.18742974931846950737,s65.19650184003955928347
007_3,s0.51578989227221994085,s-0.91114838153278732147,s336.37062226934313002857
007_4,s-0.36770719930738970938,s0.31114838103335396013,s207.81661725938738527475
007_5,s-0.12530084246005873672,s-0.48312510475599251825,s213.52151563502951603368
007_6,s-0.46334416179477777575,s-0.42804069301810659942,s27.81661725938710816308
008_0,s-0.24956221975123676904,s-0.41109156939177432522,s51.76673781765091320040
008_1,s0.66466754289042073722,s-0.85730535429617948928,s113.62937778578991299128
